#decay	# windows in store	# elements in stream	query	age class	length class	error:p95	latency:p95	ci-width:p95	ci-miss-rate
rationalPower1,2,16,1	9024	313814094	BF	years	seconds	1.000000	0.000000	1.000000	0.000000
rationalPower1,2,32,1	13896	313814094	BF	subsecond	seconds	0.084746	0.000000	0.050367	0.000000
rationalPower1,2,32,1	13896	313814094	BF	subsecond	minutes	0.000000	0.000000	0.019233	0.000000
rationalPower1,2,32,1	13896	313814094	BF	subsecond	hours	0.000000	0.000500	0.012508	0.000000
rationalPower1,2,32,1	13896	313814094	BF	subsecond	days	0.000000	0.001000	0.010785	0.000000
rationalPower1,2,32,1	13896	313814094	BF	subsecond	months	0.000000	0.001000	0.010290	0.000000
rationalPower1,2,32,1	13896	313814094	BF	subsecond	years	0.000000	0.000000	0.010000	0.000000
rationalPower1,2,32,1	13896	313814094	BF	seconds	seconds	0.025280	0.000500	0.139381	0.000000
rationalPower1,2,32,1	13896	313814094	BF	seconds	minutes	0.000000	0.000500	0.020821	0.000000
rationalPower1,2,32,1	13896	313814094	BF	seconds	hours	0.000000	0.000500	0.012481	0.000000
rationalPower1,2,32,1	13896	313814094	BF	seconds	days	0.000000	0.003000	0.010822	0.000000
rationalPower1,2,32,1	13896	313814094	BF	seconds	months	0.000000	0.001999	0.010278	0.000000
rationalPower1,2,32,1	13896	313814094	BF	seconds	years	0.000000	0.000000	0.010000	0.000000
rationalPower1,2,32,1	13896	313814094	BF	minutes	seconds	0.092789	0.000500	0.726601	0.000000
rationalPower1,2,32,1	13896	313814094	BF	minutes	minutes	0.000000	0.000500	0.052159	0.000000
rationalPower1,2,32,1	13896	313814094	BF	minutes	hours	0.000000	0.000500	0.013560	0.000000
rationalPower1,2,32,1	13896	313814094	BF	minutes	days	0.000000	0.001000	0.010923	0.000000
rationalPower1,2,32,1	13896	313814094	BF	minutes	months	0.000000	0.001500	0.010347	0.000000
rationalPower1,2,32,1	13896	313814094	BF	hours	seconds	0.174650	0.000500	0.977445	0.000000
rationalPower1,2,32,1	13896	313814094	BF	hours	minutes	0.000000	0.000500	0.335433	0.000000
rationalPower1,2,32,1	13896	313814094	BF	hours	hours	0.000000	0.000500	0.028749	0.000000
rationalPower1,2,32,1	13896	313814094	BF	hours	days	0.000000	0.000500	0.011271	0.000000
rationalPower1,2,32,1	13896	313814094	BF	hours	months	0.000000	0.002000	0.010350	0.000000
rationalPower1,2,32,1	13896	313814094	BF	days	seconds	0.171245	0.000500	0.996622	0.000000
rationalPower1,2,32,1	13896	313814094	BF	days	minutes	0.000000	0.000500	0.776234	0.000000
rationalPower1,2,32,1	13896	313814094	BF	days	hours	0.000000	0.000500	0.129834	0.000000
rationalPower1,2,32,1	13896	313814094	BF	days	days	0.000000	0.000500	0.014406	0.000000
rationalPower1,2,32,1	13896	313814094	BF	days	months	0.000000	0.002000	0.010473	0.000000
rationalPower1,2,32,1	13896	313814094	BF	months	seconds	0.177196	0.000500	0.999471	0.000000
rationalPower1,2,32,1	13896	313814094	BF	months	minutes	0.000000	0.000500	0.956043	0.000000
rationalPower1,2,32,1	13896	313814094	BF	months	hours	0.000000	0.000500	0.443223	0.000000
rationalPower1,2,32,1	13896	313814094	BF	months	days	0.000000	0.000500	0.040033	0.000000
rationalPower1,2,32,1	13896	313814094	BF	months	months	0.000000	0.002000	0.012191	0.000000
rationalPower1,2,32,1	13896	313814094	BF	years	seconds	1.000000	0.000000	1.000000	0.000000
rationalPower1,1,1,1	36385	313814094	BF	subsecond	seconds	0.033898	0.001500	0.087905	0.000000
rationalPower1,1,1,1	36385	313814094	BF	subsecond	minutes	0.000000	0.002500	0.022520	0.000000
rationalPower1,1,1,1	36385	313814094	BF	subsecond	hours	0.000000	0.007499	0.011594	0.000000
rationalPower1,1,1,1	36385	313814094	BF	subsecond	days	0.000000	0.006000	0.010457	0.000000
rationalPower1,1,1,1	36385	313814094	BF	subsecond	months	0.000000	0.004000	0.010085	0.000000
rationalPower1,1,1,1	36385	313814094	BF	subsecond	years	0.000000	0.008000	0.010000	0.000000
rationalPower1,1,1,1	36385	313814094	BF	seconds	seconds	0.033898	0.000500	0.253921	0.000000
rationalPower1,1,1,1	36385	313814094	BF	seconds	minutes	0.000000	0.000500	0.026373	0.000000
rationalPower1,1,1,1	36385	313814094	BF	seconds	hours	0.000000	0.000500	0.012760	0.000000
rationalPower1,1,1,1	36385	313814094	BF	seconds	days	0.000000	0.001499	0.010484	0.000000
rationalPower1,1,1,1	36385	313814094	BF	seconds	months	0.000000	0.002499	0.010082	0.000000
rationalPower1,1,1,1	36385	313814094	BF	seconds	years	0.000000	0.017000	0.010000	0.000000
rationalPower1,1,1,1	36385	313814094	BF	minutes	seconds	0.108302	0.000500	0.779722	0.000000
rationalPower1,1,1,1	36385	313814094	BF	minutes	minutes	0.000000	0.000500	0.068032	0.000000
rationalPower1,1,1,1	36385	313814094	BF	minutes	hours	0.000000	0.001499	0.013779	0.000000
rationalPower1,1,1,1	36385	313814094	BF	minutes	days	0.000000	0.001499	0.010507	0.000000
rationalPower1,1,1,1	36385	313814094	BF	minutes	months	0.000000	0.001500	0.010115	0.000000
rationalPower1,1,1,1	36385	313814094	BF	hours	seconds	0.175387	0.000500	0.963241	0.000000
rationalPower1,1,1,1	36385	313814094	BF	hours	minutes	0.000000	0.000500	0.245744	0.000000
rationalPower1,1,1,1	36385	313814094	BF	hours	hours	0.000000	0.000500	0.021463	0.000000
rationalPower1,1,1,1	36385	313814094	BF	hours	days	0.000000	0.001500	0.010697	0.000000
rationalPower1,1,1,1	36385	313814094	BF	hours	months	0.000000	0.002500	0.010125	0.000000
rationalPower1,1,1,1	36385	313814094	BF	days	seconds	0.171245	0.000500	0.993158	0.000000
rationalPower1,1,1,1	36385	313814094	BF	days	minutes	0.000000	0.000500	0.621282	0.000000
rationalPower1,1,1,1	36385	313814094	BF	days	hours	0.000000	0.000500	0.066888	0.000000
rationalPower1,1,1,1	36385	313814094	BF	days	days	0.000000	0.001499	0.012167	0.000000
rationalPower1,1,1,1	36385	313814094	BF	days	months	0.000000	0.001500	0.010198	0.000000
rationalPower1,1,1,1	36385	313814094	BF	months	seconds	0.177196	0.000500	0.998107	0.000000
rationalPower1,1,1,1	36385	313814094	BF	months	minutes	0.000000	0.000500	0.857120	0.000000
rationalPower1,1,1,1	36385	313814094	BF	months	hours	0.000000	0.001499	0.212158	0.000000
rationalPower1,1,1,1	36385	313814094	BF	months	days	0.000000	0.001499	0.018213	0.000000
rationalPower1,1,1,1	36385	313814094	BF	months	months	0.000000	0.002500	0.010610	0.000000
rationalPower1,1,1,1	36385	313814094	BF	years	seconds	1.000000	0.017000	1.000000	0.000000
rationalPower1,1,2,1	51265	313814094	BF	subsecond	seconds	0.084746	0.001000	0.073201	0.000000
rationalPower1,1,2,1	51265	313814094	BF	subsecond	minutes	0.000000	0.000000	0.019553	0.000000
rationalPower1,1,2,1	51265	313814094	BF	subsecond	hours	0.000000	0.001500	0.011520	0.000000
rationalPower1,1,2,1	51265	313814094	BF	subsecond	days	0.000000	0.001000	0.010342	0.000000
rationalPower1,1,2,1	51265	313814094	BF	subsecond	months	0.000000	0.002000	0.010088	0.000000
rationalPower1,1,2,1	51265	313814094	BF	subsecond	years	0.000000	0.002000	0.010000	0.000000
rationalPower1,1,2,1	51265	313814094	BF	seconds	seconds	0.024418	0.000500	0.193799	0.000000
rationalPower1,1,2,1	51265	313814094	BF	seconds	minutes	0.000000	0.000500	0.022837	0.000000
rationalPower1,1,2,1	51265	313814094	BF	seconds	hours	0.000000	0.001500	0.012013	0.000000
rationalPower1,1,2,1	51265	313814094	BF	seconds	days	0.000000	0.001499	0.010242	0.000000
rationalPower1,1,2,1	51265	313814094	BF	seconds	months	0.000000	0.001499	0.010085	0.000000
rationalPower1,1,2,1	51265	313814094	BF	seconds	years	0.000000	0.002000	0.010000	0.000000
rationalPower1,1,2,1	51265	313814094	BF	minutes	seconds	0.093939	0.000500	0.727550	0.000000
rationalPower1,1,2,1	51265	313814094	BF	minutes	minutes	0.000000	0.001500	0.052281	0.000000
rationalPower1,1,2,1	51265	313814094	BF	minutes	hours	0.000000	0.001500	0.012760	0.000000
rationalPower1,1,2,1	51265	313814094	BF	minutes	days	0.000000	0.001500	0.010335	0.000000
rationalPower1,1,2,1	51265	313814094	BF	minutes	months	0.000000	0.001500	0.010081	0.000000
rationalPower1,1,2,1	51265	313814094	BF	hours	seconds	0.170228	0.001500	0.943933	0.000000
rationalPower1,1,2,1	51265	313814094	BF	hours	minutes	0.000000	0.001500	0.173224	0.000000
rationalPower1,1,2,1	51265	313814094	BF	hours	hours	0.000000	0.000500	0.017990	0.000000
rationalPower1,1,2,1	51265	313814094	BF	hours	days	0.000000	0.002499	0.010450	0.000000
rationalPower1,1,2,1	51265	313814094	BF	hours	months	0.000000	0.001500	0.010102	0.000000
rationalPower1,1,2,1	51265	313814094	BF	days	seconds	0.171245	0.001500	0.990199	0.000000
rationalPower1,1,2,1	51265	313814094	BF	days	minutes	0.000000	0.000500	0.554754	0.000000
rationalPower1,1,2,1	51265	313814094	BF	days	hours	0.000000	0.001500	0.052372	0.000000
rationalPower1,1,2,1	51265	313814094	BF	days	days	0.000000	0.001500	0.011597	0.000000
rationalPower1,1,2,1	51265	313814094	BF	days	months	0.000000	0.003000	0.010151	0.000000
rationalPower1,1,2,1	51265	313814094	BF	months	seconds	0.177196	0.000500	0.997329	0.000000
rationalPower1,1,2,1	51265	313814094	BF	months	minutes	0.000000	0.001500	0.841584	0.000000
rationalPower1,1,2,1	51265	313814094	BF	months	hours	0.000000	0.001500	0.156312	0.000000
rationalPower1,1,2,1	51265	313814094	BF	months	days	0.000000	0.001500	0.016458	0.000000
rationalPower1,1,2,1	51265	313814094	BF	months	months	0.000000	0.001500	0.010534	0.000000
rationalPower1,1,2,1	51265	313814094	BF	years	seconds	1.000000	0.000000	0.999999	0.000000
rationalPower1,1,4,1	72711	313814094	BF	subsecond	seconds	0.084746	0.000000	0.056308	0.000000
rationalPower1,1,4,1	72711	313814094	BF	subsecond	minutes	0.000000	0.000500	0.018826	0.000000
rationalPower1,1,4,1	72711	313814094	BF	subsecond	hours	0.000000	0.003500	0.012253	0.000000
rationalPower1,1,4,1	72711	313814094	BF	subsecond	days	0.000000	0.001000	0.010225	0.000000
rationalPower1,1,4,1	72711	313814094	BF	subsecond	months	0.000000	0.001000	0.010064	0.000000
rationalPower1,1,4,1	72711	313814094	BF	subsecond	years	0.000000	0.001000	0.010000	0.000000
rationalPower1,1,4,1	72711	313814094	BF	seconds	seconds	0.021546	0.000500	0.139041	0.000000
rationalPower1,1,4,1	72711	313814094	BF	seconds	minutes	0.000000	0.000500	0.018804	0.000000
rationalPower1,1,4,1	72711	313814094	BF	seconds	hours	0.000000	0.000500	0.011382	0.000000
rationalPower1,1,4,1	72711	313814094	BF	seconds	days	0.000000	0.002000	0.010208	0.000000
rationalPower1,1,4,1	72711	313814094	BF	seconds	months	0.000000	0.001486	0.010059	0.000000
rationalPower1,1,4,1	72711	313814094	BF	seconds	years	0.000000	0.001000	0.010000	0.000000
rationalPower1,1,4,1	72711	313814094	BF	minutes	seconds	0.076702	0.000500	0.600853	0.000000
rationalPower1,1,4,1	72711	313814094	BF	minutes	minutes	0.000000	0.000500	0.042914	0.000000
rationalPower1,1,4,1	72711	313814094	BF	minutes	hours	0.000000	0.000500	0.011896	0.000000
rationalPower1,1,4,1	72711	313814094	BF	minutes	days	0.000000	0.001499	0.010230	0.000000
rationalPower1,1,4,1	72711	313814094	BF	minutes	months	0.000000	0.001500	0.010059	0.000000
rationalPower1,1,4,1	72711	313814094	BF	hours	seconds	0.157701	0.000500	0.930834	0.000000
rationalPower1,1,4,1	72711	313814094	BF	hours	minutes	0.000000	0.001494	0.164710	0.000000
rationalPower1,1,4,1	72711	313814094	BF	hours	hours	0.000000	0.001500	0.015907	0.000000
rationalPower1,1,4,1	72711	313814094	BF	hours	days	0.000000	0.001500	0.010364	0.000000
rationalPower1,1,4,1	72711	313814094	BF	hours	months	0.000000	0.090991	0.010071	0.000000
rationalPower1,1,4,1	72711	313814094	BF	days	seconds	0.171245	0.000500	0.986568	0.000000
rationalPower1,1,4,1	72711	313814094	BF	days	minutes	0.000000	0.000495	0.419992	0.000000
rationalPower1,1,4,1	72711	313814094	BF	days	hours	0.000000	0.000500	0.034072	0.000000
rationalPower1,1,4,1	72711	313814094	BF	days	days	0.000000	0.001500	0.011087	0.000000
rationalPower1,1,4,1	72711	313814094	BF	days	months	0.000000	0.001500	0.010084	0.000000
rationalPower1,1,4,1	72711	313814094	BF	months	seconds	0.177196	0.000500	0.995419	0.000000
rationalPower1,1,4,1	72711	313814094	BF	months	minutes	0.000000	0.000500	0.767039	0.000000
rationalPower1,1,4,1	72711	313814094	BF	months	hours	0.000000	0.001486	0.107705	0.000000
rationalPower1,1,4,1	72711	313814094	BF	months	days	0.000000	0.001500	0.013542	0.000000
rationalPower1,1,4,1	72711	313814094	BF	months	months	0.000000	0.001500	0.010312	0.000000
rationalPower1,1,4,1	72711	313814094	BF	years	seconds	1.000000	0.000000	0.999999	0.000000
rationalPower1,1,8,1	102483	313814094	BF	subsecond	seconds	0.067797	0.000500	0.052793	0.000000
rationalPower1,1,8,1	102483	313814094	BF	subsecond	minutes	0.000000	0.000000	0.015405	0.000000
rationalPower1,1,8,1	102483	313814094	BF	subsecond	hours	0.000000	0.000500	0.011198	0.000000
rationalPower1,1,8,1	102483	313814094	BF	subsecond	days	0.000000	0.001500	0.010210	0.000000
rationalPower1,1,8,1	102483	313814094	BF	subsecond	months	0.000000	0.002000	0.010050	0.000000
rationalPower1,1,8,1	102483	313814094	BF	subsecond	years	0.000000	0.002000	0.010000	0.000000
rationalPower1,1,8,1	102483	313814094	BF	seconds	seconds	0.027291	0.000500	0.094150	0.000000
rationalPower1,1,8,1	102483	313814094	BF	seconds	minutes	0.000000	0.000500	0.016769	0.000000
rationalPower1,1,8,1	102483	313814094	BF	seconds	hours	0.000000	0.000500	0.010980	0.000000
rationalPower1,1,8,1	102483	313814094	BF	seconds	days	0.000000	0.003000	0.010153	0.000000
rationalPower1,1,8,1	102483	313814094	BF	seconds	months	0.000000	0.003500	0.010038	0.000000
rationalPower1,1,8,1	102483	313814094	BF	seconds	years	0.000000	0.001000	0.010000	0.000000
rationalPower1,1,8,1	102483	313814094	BF	minutes	seconds	0.067222	0.000500	0.541282	0.000000
rationalPower1,1,8,1	102483	313814094	BF	minutes	minutes	0.000000	0.000500	0.034602	0.000000
rationalPower1,1,8,1	102483	313814094	BF	minutes	hours	0.000000	0.000500	0.011382	0.000000
rationalPower1,1,8,1	102483	313814094	BF	minutes	days	0.000000	0.002000	0.010168	0.000000
rationalPower1,1,8,1	102483	313814094	BF	minutes	months	0.000000	0.002500	0.010041	0.000000
rationalPower1,1,8,1	102483	313814094	BF	hours	seconds	0.153279	0.000500	0.893870	0.000000
rationalPower1,1,8,1	102483	313814094	BF	hours	minutes	0.000000	0.000500	0.114177	0.000000
rationalPower1,1,8,1	102483	313814094	BF	hours	hours	0.000000	0.000500	0.013955	0.000000
rationalPower1,1,8,1	102483	313814094	BF	hours	days	0.000000	0.001000	0.010234	0.000000
rationalPower1,1,8,1	102483	313814094	BF	hours	months	0.000000	0.001500	0.010047	0.000000
rationalPower1,1,8,1	102483	313814094	BF	days	seconds	0.170660	0.000500	0.980796	0.000000
rationalPower1,1,8,1	102483	313814094	BF	days	minutes	0.000000	0.000500	0.354008	0.000000
rationalPower1,1,8,1	102483	313814094	BF	days	hours	0.000000	0.000500	0.028104	0.000000
rationalPower1,1,8,1	102483	313814094	BF	days	days	0.000000	0.005000	0.010820	0.000000
rationalPower1,1,8,1	102483	313814094	BF	days	months	0.000000	0.005500	0.010063	0.000000
rationalPower1,1,8,1	102483	313814094	BF	months	seconds	0.177196	0.000500	0.994337	0.000000
rationalPower1,1,8,1	102483	313814094	BF	months	minutes	0.000000	0.000500	0.648078	0.000000
rationalPower1,1,8,1	102483	313814094	BF	months	hours	0.000000	0.000500	0.070947	0.000000
rationalPower1,1,8,1	102483	313814094	BF	months	days	0.000000	0.000500	0.012218	0.000000
rationalPower1,1,8,1	102483	313814094	BF	months	months	0.000000	0.001000	0.010223	0.000000
rationalPower1,1,8,1	102483	313814094	BF	years	seconds	1.000000	0.000000	0.999998	0.000000
rationalPower1,1,16,1	145353	313814094	BF	subsecond	seconds	0.101695	0.000500	0.041302	0.000000
rationalPower1,1,16,1	145353	313814094	BF	subsecond	minutes	0.000000	0.000500	0.013162	0.000000
rationalPower1,1,16,1	145353	313814094	BF	subsecond	hours	0.000000	0.000500	0.011073	0.000000
rationalPower1,1,16,1	145353	313814094	BF	subsecond	days	0.000000	0.001000	0.010118	0.000000
rationalPower1,1,16,1	145353	313814094	BF	subsecond	months	0.000000	0.017999	0.010028	0.000000
rationalPower1,1,16,1	145353	313814094	BF	subsecond	years	0.000000	0.004000	0.010000	0.000000
rationalPower1,1,16,1	145353	313814094	BF	seconds	seconds	0.036484	0.000500	0.077817	0.000000
rationalPower1,1,16,1	145353	313814094	BF	seconds	minutes	0.000000	0.000500	0.015083	0.000000
rationalPower1,1,16,1	145353	313814094	BF	seconds	hours	0.000000	0.001000	0.010690	0.000000
rationalPower1,1,16,1	145353	313814094	BF	seconds	days	0.000000	0.001499	0.010103	0.000000
rationalPower1,1,16,1	145353	313814094	BF	seconds	months	0.000000	0.005497	0.010024	0.000000
rationalPower1,1,16,1	145353	313814094	BF	seconds	years	0.000000	0.004000	0.010000	0.000000
rationalPower1,1,16,1	145353	313814094	BF	minutes	seconds	0.052284	0.000500	0.397084	0.000000
rationalPower1,1,16,1	145353	313814094	BF	minutes	minutes	0.000000	0.000500	0.028412	0.000000
rationalPower1,1,16,1	145353	313814094	BF	minutes	hours	0.000000	0.002500	0.010960	0.000000
rationalPower1,1,16,1	145353	313814094	BF	minutes	days	0.000000	0.001500	0.010112	0.000000
rationalPower1,1,16,1	145353	313814094	BF	minutes	months	0.000000	0.005499	0.010030	0.000000
rationalPower1,1,16,1	145353	313814094	BF	hours	seconds	0.136330	0.000500	0.857821	0.000000
rationalPower1,1,16,1	145353	313814094	BF	hours	minutes	0.000000	0.000500	0.088673	0.000000
rationalPower1,1,16,1	145353	313814094	BF	hours	hours	0.000000	0.001000	0.012828	0.000000
rationalPower1,1,16,1	145353	313814094	BF	hours	days	0.000000	0.001500	0.010176	0.000000
rationalPower1,1,16,1	145353	313814094	BF	hours	months	0.000000	0.016499	0.010036	0.000000
rationalPower1,1,16,1	145353	313814094	BF	days	seconds	0.170660	0.000500	0.972494	0.000000
rationalPower1,1,16,1	145353	313814094	BF	days	minutes	0.000000	0.000500	0.280893	0.000000
rationalPower1,1,16,1	145353	313814094	BF	days	hours	0.000000	0.000500	0.023899	0.000000
rationalPower1,1,16,1	145353	313814094	BF	days	days	0.000000	0.005999	0.010547	0.000000
rationalPower1,1,16,1	145353	313814094	BF	days	months	0.000000	0.005500	0.010042	0.000000
rationalPower1,1,16,1	145353	313814094	BF	months	seconds	0.177196	0.000500	0.991602	0.000000
rationalPower1,1,16,1	145353	313814094	BF	months	minutes	0.000000	0.000500	0.579917	0.000000
rationalPower1,1,16,1	145353	313814094	BF	months	hours	0.000000	0.000500	0.067805	0.000000
rationalPower1,1,16,1	145353	313814094	BF	months	days	0.000000	0.012498	0.011795	0.000000
rationalPower1,1,16,1	145353	313814094	BF	months	months	0.000000	0.008000	0.010151	0.000000
rationalPower1,1,16,1	145353	313814094	BF	years	seconds	1.000000	0.000000	0.999998	0.000000
rationalPower1,1,32,1	204829	313814094	BF	subsecond	seconds	0.135593	0.000500	0.039654	0.000000
rationalPower1,1,32,1	204829	313814094	BF	subsecond	minutes	0.000000	0.000500	0.011952	0.000000
rationalPower1,1,32,1	204829	313814094	BF	subsecond	hours	0.000000	0.001000	0.010482	0.000000
rationalPower1,1,32,1	204829	313814094	BF	subsecond	days	0.000000	0.001000	0.010072	0.000000
rationalPower1,1,32,1	204829	313814094	BF	subsecond	months	0.000000	0.002000	0.010015	0.000000
rationalPower1,1,32,1	204829	313814094	BF	subsecond	years	0.000000	0.011000	0.010000	0.000000
rationalPower1,1,32,1	204829	313814094	BF	seconds	seconds	0.073255	0.000500	0.051972	0.000000
rationalPower1,1,32,1	204829	313814094	BF	seconds	minutes	0.000287	0.000500	0.013560	0.000000
rationalPower1,1,32,1	204829	313814094	BF	seconds	hours	0.000000	0.001000	0.010496	0.000000
rationalPower1,1,32,1	204829	313814094	BF	seconds	days	0.000000	0.001500	0.010075	0.000000
rationalPower1,1,32,1	204829	313814094	BF	seconds	months	0.000000	0.004500	0.010021	0.000000
rationalPower1,1,32,1	204829	313814094	BF	seconds	years	0.000000	0.019000	0.010000	0.000000
rationalPower1,1,32,1	204829	313814094	BF	minutes	seconds	0.042229	0.000500	0.294480	0.000000
rationalPower1,1,32,1	204829	313814094	BF	minutes	minutes	0.000000	0.000500	0.021388	0.000000
rationalPower1,1,32,1	204829	313814094	BF	minutes	hours	0.000000	0.001499	0.010620	0.000000
rationalPower1,1,32,1	204829	313814094	BF	minutes	days	0.000000	0.001500	0.010079	0.000000
rationalPower1,1,32,1	204829	313814094	BF	minutes	months	0.000000	0.004499	0.010021	0.000000
rationalPower1,1,32,1	204829	313814094	BF	hours	seconds	0.113486	0.000500	0.779203	0.000000
