#decay	# windows in store	# elements in stream	query	age class	length class	error:p95	latency:p95	ci-width:p95	ci-miss-rate
rationalPower1,4,32,1	1523	313814094	BF	minutes	hours	0.000000	0.000500	0.029956	0.000000
rationalPower1,4,32,1	1523	313814094	BF	minutes	days	0.000000	0.000500	0.017312	0.000000
rationalPower1,4,32,1	1523	313814094	BF	minutes	months	0.000000	0.000500	0.014107	0.000000
rationalPower1,4,32,1	1523	313814094	BF	hours	seconds	0.179808	0.000500	0.994896	0.000000
rationalPower1,4,32,1	1523	313814094	BF	hours	minutes	0.000000	0.000500	0.728644	0.000000
rationalPower1,4,32,1	1523	313814094	BF	hours	hours	0.000000	0.000500	0.078942	0.000000
rationalPower1,4,32,1	1523	313814094	BF	hours	days	0.000000	0.000500	0.018775	0.000000
rationalPower1,4,32,1	1523	313814094	BF	hours	months	0.000000	0.000500	0.014472	0.000000
rationalPower1,4,32,1	1523	313814094	BF	days	seconds	0.171245	0.000500	0.999706	0.000000
rationalPower1,4,32,1	1523	313814094	BF	days	minutes	0.000000	0.000500	0.975963	0.000000
rationalPower1,4,32,1	1523	313814094	BF	days	hours	0.000000	0.000500	0.580678	0.000000
rationalPower1,4,32,1	1523	313814094	BF	days	days	0.000000	0.000500	0.055511	0.000000
rationalPower1,4,32,1	1523	313814094	BF	days	months	0.000000	0.000500	0.016260	0.000000
rationalPower1,4,32,1	1523	313814094	BF	months	seconds	0.177196	0.000500	0.999959	0.000000
rationalPower1,4,32,1	1523	313814094	BF	months	minutes	0.000000	0.000500	0.996399	0.000000
rationalPower1,4,32,1	1523	313814094	BF	months	hours	0.000000	0.000500	0.904894	0.000000
rationalPower1,4,32,1	1523	313814094	BF	months	days	0.000000	0.000500	0.284608	0.000000
rationalPower1,4,32,1	1523	313814094	BF	months	months	0.000000	0.000500	0.040136	0.000000
rationalPower1,4,32,1	1523	313814094	BF	years	seconds	1.000000	0.000000	1.000000	0.000000
rationalPower1,2,2,1	2278	313814094	BF	subsecond	seconds	0.067797	0.000500	0.181428	0.000000
rationalPower1,2,2,1	2278	313814094	BF	subsecond	minutes	0.000000	0.001500	0.056935	0.000000
rationalPower1,2,2,1	2278	313814094	BF	subsecond	hours	0.000000	0.000000	0.027623	0.000000
rationalPower1,2,2,1	2278	313814094	BF	subsecond	days	0.000000	0.000500	0.015138	0.000000
rationalPower1,2,2,1	2278	313814094	BF	subsecond	months	0.000000	0.001000	0.011939	0.000000
rationalPower1,2,2,1	2278	313814094	BF	subsecond	years	0.000000	0.000000	0.010000	0.000000
rationalPower1,2,2,1	2278	313814094	BF	seconds	seconds	0.063488	0.000500	0.519183	0.000000
rationalPower1,2,2,1	2278	313814094	BF	seconds	minutes	0.000000	0.000500	0.066642	0.000000
rationalPower1,2,2,1	2278	313814094	BF	seconds	hours	0.000000	0.000500	0.026451	0.000000
rationalPower1,2,2,1	2278	313814094	BF	seconds	days	0.000000	0.000500	0.014952	0.000000
rationalPower1,2,2,1	2278	313814094	BF	seconds	months	0.000000	0.001000	0.011937	0.000000
rationalPower1,2,2,1	2278	313814094	BF	seconds	years	0.000000	0.000000	0.010000	0.000000
rationalPower1,2,2,1	2278	313814094	BF	minutes	seconds	0.168342	0.000500	0.961941	0.000000
rationalPower1,2,2,1	2278	313814094	BF	minutes	minutes	0.000000	0.000500	0.250103	0.000000
rationalPower1,2,2,1	2278	313814094	BF	minutes	hours	0.000000	0.000500	0.032597	0.000000
rationalPower1,2,2,1	2278	313814094	BF	minutes	days	0.000000	0.000500	0.014668	0.000000
rationalPower1,2,2,1	2278	313814094	BF	minutes	months	0.000000	0.001500	0.011869	0.000000
rationalPower1,2,2,1	2278	313814094	BF	hours	seconds	0.179808	0.000500	0.995203	0.000000
rationalPower1,2,2,1	2278	313814094	BF	hours	minutes	0.000000	0.000500	0.716832	0.000000
rationalPower1,2,2,1	2278	313814094	BF	hours	hours	0.000000	0.000500	0.111242	0.000000
rationalPower1,2,2,1	2278	313814094	BF	hours	days	0.000000	0.000500	0.016709	0.000000
rationalPower1,2,2,1	2278	313814094	BF	hours	months	0.000000	0.001500	0.012295	0.000000
rationalPower1,2,2,1	2278	313814094	BF	days	seconds	0.171245	0.000500	0.999504	0.000000
rationalPower1,2,2,1	2278	313814094	BF	days	minutes	0.000000	0.000500	0.961408	0.000000
rationalPower1,2,2,1	2278	313814094	BF	days	hours	0.000000	0.000500	0.441536	0.000000
rationalPower1,2,2,1	2278	313814094	BF	days	days	0.000000	0.000500	0.037976	0.000000
rationalPower1,2,2,1	2278	313814094	BF	days	months	0.000000	0.000500	0.013423	0.000000
rationalPower1,2,2,1	2278	313814094	BF	months	seconds	0.177196	0.000500	0.999917	0.000000
rationalPower1,2,2,1	2278	313814094	BF	months	minutes	0.000000	0.000500	0.993562	0.000000
rationalPower1,2,2,1	2278	313814094	BF	months	hours	0.000000	0.000500	0.838825	0.000000
rationalPower1,2,2,1	2278	313814094	BF	months	days	0.000000	0.000500	0.144890	0.000000
rationalPower1,2,2,1	2278	313814094	BF	months	months	0.000000	0.000500	0.029316	0.000000
rationalPower1,2,2,1	2278	313814094	BF	years	seconds	1.000000	0.000000	1.000000	0.000000
rationalPower1,2,4,1	3578	313814094	BF	subsecond	seconds	0.067797	0.000000	0.133109	0.000000
rationalPower1,2,4,1	3578	313814094	BF	subsecond	minutes	0.000000	0.001000	0.043319	0.000000
rationalPower1,2,4,1	3578	313814094	BF	subsecond	hours	0.000000	0.001000	0.021420	0.000000
rationalPower1,2,4,1	3578	313814094	BF	subsecond	days	0.000000	0.001000	0.013780	0.000000
rationalPower1,2,4,1	3578	313814094	BF	subsecond	months	0.000000	0.001000	0.011406	0.000000
rationalPower1,2,4,1	3578	313814094	BF	subsecond	years	0.000000	0.001000	0.010000	0.000000
rationalPower1,2,4,1	3578	313814094	BF	seconds	seconds	0.048549	0.000500	0.356459	0.000000
rationalPower1,2,4,1	3578	313814094	BF	seconds	minutes	0.000000	0.000500	0.047915	0.000000
rationalPower1,2,4,1	3578	313814094	BF	seconds	hours	0.000000	0.000500	0.021193	0.000000
rationalPower1,2,4,1	3578	313814094	BF	seconds	days	0.000000	0.000500	0.013631	0.000000
rationalPower1,2,4,1	3578	313814094	BF	seconds	months	0.000000	0.001500	0.011400	0.000000
rationalPower1,2,4,1	3578	313814094	BF	seconds	years	0.000000	0.000000	0.010000	0.000000
rationalPower1,2,4,1	3578	313814094	BF	minutes	seconds	0.161735	0.000500	0.941583	0.000000
rationalPower1,2,4,1	3578	313814094	BF	minutes	minutes	0.000000	0.000500	0.162352	0.000000
rationalPower1,2,4,1	3578	313814094	BF	minutes	hours	0.000000	0.000500	0.023706	0.000000
rationalPower1,2,4,1	3578	313814094	BF	minutes	days	0.000000	0.000500	0.013293	0.000000
rationalPower1,2,4,1	3578	313814094	BF	minutes	months	0.000000	0.001500	0.011327	0.000000
rationalPower1,2,4,1	3578	313814094	BF	hours	seconds	0.179071	0.000500	0.992648	0.000000
rationalPower1,2,4,1	3578	313814094	BF	hours	minutes	0.000000	0.000500	0.575841	0.000000
rationalPower1,2,4,1	3578	313814094	BF	hours	hours	0.000000	0.000500	0.056060	0.000000
rationalPower1,2,4,1	3578	313814094	BF	hours	days	0.000000	0.000500	0.014154	0.000000
rationalPower1,2,4,1	3578	313814094	BF	hours	months	0.000000	0.001500	0.011449	0.000000
rationalPower1,2,4,1	3578	313814094	BF	days	seconds	0.171245	0.000500	0.999248	0.000000
rationalPower1,2,4,1	3578	313814094	BF	days	minutes	0.000000	0.000500	0.935559	0.000000
rationalPower1,2,4,1	3578	313814094	BF	days	hours	0.000000	0.000500	0.338505	0.000000
rationalPower1,2,4,1	3578	313814094	BF	days	days	0.000000	0.000500	0.029993	0.000000
rationalPower1,2,4,1	3578	313814094	BF	days	months	0.000000	0.000500	0.012321	0.000000
rationalPower1,2,4,1	3578	313814094	BF	months	seconds	0.177196	0.000500	0.999851	0.000000
rationalPower1,2,4,1	3578	313814094	BF	months	minutes	0.000000	0.000500	0.987869	0.000000
rationalPower1,2,4,1	3578	313814094	BF	months	hours	0.000000	0.000500	0.736237	0.000000
rationalPower1,2,4,1	3578	313814094	BF	months	days	0.000000	0.000500	0.090982	0.000000
rationalPower1,2,4,1	3578	313814094	BF	months	months	0.000000	0.001000	0.020518	0.000000
rationalPower1,2,4,1	3578	313814094	BF	years	seconds	1.000000	0.000000	1.000000	0.000000
rationalPower1,2,8,1	5722	313814094	BF	subsecond	seconds	0.067797	0.000500	0.116569	0.000000
rationalPower1,2,8,1	5722	313814094	BF	subsecond	minutes	0.000000	0.000500	0.036515	0.000000
rationalPower1,2,8,1	5722	313814094	BF	subsecond	hours	0.000000	0.000500	0.015409	0.000000
rationalPower1,2,8,1	5722	313814094	BF	subsecond	days	0.000000	0.001500	0.012607	0.000000
rationalPower1,2,8,1	5722	313814094	BF	subsecond	months	0.000000	0.003000	0.010681	0.000000
rationalPower1,2,8,1	5722	313814094	BF	subsecond	years	0.000000	0.000000	0.010000	0.000000
rationalPower1,2,8,1	5722	313814094	BF	seconds	seconds	0.031600	0.000500	0.268168	0.000000
rationalPower1,2,8,1	5722	313814094	BF	seconds	minutes	0.000000	0.000500	0.034307	0.000000
rationalPower1,2,8,1	5722	313814094	BF	seconds	hours	0.000000	0.000500	0.016979	0.000000
rationalPower1,2,8,1	5722	313814094	BF	seconds	days	0.000000	0.000500	0.012109	0.000000
rationalPower1,2,8,1	5722	313814094	BF	seconds	months	0.000000	0.001500	0.010677	0.000000
rationalPower1,2,8,1	5722	313814094	BF	seconds	years	0.000000	0.002000	0.010000	0.000000
rationalPower1,2,8,1	5722	313814094	BF	minutes	seconds	0.147371	0.000500	0.903783	0.000000
rationalPower1,2,8,1	5722	313814094	BF	minutes	minutes	0.000000	0.000500	0.119496	0.000000
rationalPower1,2,8,1	5722	313814094	BF	minutes	hours	0.000000	0.000500	0.019082	0.000000
rationalPower1,2,8,1	5722	313814094	BF	minutes	days	0.000000	0.000500	0.012162	0.000000
rationalPower1,2,8,1	5722	313814094	BF	minutes	months	0.000000	0.002000	0.010624	0.000000
rationalPower1,2,8,1	5722	313814094	BF	hours	seconds	0.178335	0.000500	0.989848	0.000000
rationalPower1,2,8,1	5722	313814094	BF	hours	minutes	0.000000	0.000500	0.483696	0.000000
rationalPower1,2,8,1	5722	313814094	BF	hours	hours	0.000000	0.000500	0.041275	0.000000
rationalPower1,2,8,1	5722	313814094	BF	hours	days	0.000000	0.000500	0.012636	0.000000
rationalPower1,2,8,1	5722	313814094	BF	hours	months	0.000000	0.001500	0.010878	0.000000
rationalPower1,2,8,1	5722	313814094	BF	days	seconds	0.171245	0.000500	0.998727	0.000000
rationalPower1,2,8,1	5722	313814094	BF	days	minutes	0.000000	0.000500	0.912115	0.000000
rationalPower1,2,8,1	5722	313814094	BF	days	hours	0.000000	0.000500	0.262657	0.000000
rationalPower1,2,8,1	5722	313814094	BF	days	days	0.000000	0.000500	0.022211	0.000000
rationalPower1,2,8,1	5722	313814094	BF	days	months	0.000000	0.001500	0.011403	0.000000
rationalPower1,2,8,1	5722	313814094	BF	months	seconds	0.177196	0.000500	0.999774	0.000000
rationalPower1,2,8,1	5722	313814094	BF	months	minutes	0.000000	0.000500	0.981133	0.000000
rationalPower1,2,8,1	5722	313814094	BF	months	hours	0.000000	0.000500	0.637962	0.000000
rationalPower1,2,8,1	5722	313814094	BF	months	days	0.000000	0.000500	0.071096	0.000000
rationalPower1,2,8,1	5722	313814094	BF	months	months	0.000000	0.001500	0.014568	0.000000
rationalPower1,2,8,1	5722	313814094	BF	years	seconds	1.000000	0.000000	1.000000	0.000000
rationalPower1,2,16,1	9024	313814094	BF	subsecond	seconds	0.050847	0.000500	0.076814	0.000000
rationalPower1,2,16,1	9024	313814094	BF	subsecond	minutes	0.000000	0.000500	0.025220	0.000000
rationalPower1,2,16,1	9024	313814094	BF	subsecond	hours	0.000000	0.000000	0.013371	0.000000
rationalPower1,2,16,1	9024	313814094	BF	subsecond	days	0.000000	0.000500	0.011657	0.000000
rationalPower1,2,16,1	9024	313814094	BF	subsecond	months	0.000000	0.000000	0.010553	0.000000
rationalPower1,2,16,1	9024	313814094	BF	subsecond	years	0.000000	0.001000	0.010000	0.000000
rationalPower1,2,16,1	9024	313814094	BF	seconds	seconds	0.027578	0.000500	0.171908	0.000000
rationalPower1,2,16,1	9024	313814094	BF	seconds	minutes	0.000000	0.000500	0.025621	0.000000
rationalPower1,2,16,1	9024	313814094	BF	seconds	hours	0.000000	0.000500	0.014310	0.000000
rationalPower1,2,16,1	9024	313814094	BF	seconds	days	0.000000	0.001500	0.011418	0.000000
rationalPower1,2,16,1	9024	313814094	BF	seconds	months	0.000000	0.001500	0.010541	0.000000
rationalPower1,2,16,1	9024	313814094	BF	seconds	years	0.000000	0.001000	0.010000	0.000000
rationalPower1,2,16,1	9024	313814094	BF	minutes	seconds	0.126400	0.000500	0.846470	0.000000
rationalPower1,2,16,1	9024	313814094	BF	minutes	minutes	0.000000	0.000500	0.087010	0.000000
rationalPower1,2,16,1	9024	313814094	BF	minutes	hours	0.000000	0.000500	0.015619	0.000000
rationalPower1,2,16,1	9024	313814094	BF	minutes	days	0.000000	0.001500	0.011358	0.000000
rationalPower1,2,16,1	9024	313814094	BF	minutes	months	0.000000	0.001500	0.010456	0.000000
rationalPower1,2,16,1	9024	313814094	BF	hours	seconds	0.177598	0.000500	0.980796	0.000000
rationalPower1,2,16,1	9024	313814094	BF	hours	minutes	0.000000	0.000500	0.412900	0.000000
rationalPower1,2,16,1	9024	313814094	BF	hours	hours	0.000000	0.000500	0.033942	0.000000
rationalPower1,2,16,1	9024	313814094	BF	hours	days	0.000000	0.000500	0.011634	0.000000
rationalPower1,2,16,1	9024	313814094	BF	hours	months	0.000000	0.002500	0.010635	0.000000
rationalPower1,2,16,1	9024	313814094	BF	days	seconds	0.171245	0.000500	0.998035	0.000000
rationalPower1,2,16,1	9024	313814094	BF	days	minutes	0.000000	0.000500	0.853037	0.000000
rationalPower1,2,16,1	9024	313814094	BF	days	hours	0.000000	0.000500	0.177220	0.000000
rationalPower1,2,16,1	9024	313814094	BF	days	days	0.000000	0.000500	0.017200	0.000000
rationalPower1,2,16,1	9024	313814094	BF	days	months	0.000000	0.001500	0.010834	0.000000
rationalPower1,2,16,1	9024	313814094	BF	months	seconds	0.177196	0.000500	0.999664	0.000000
rationalPower1,2,16,1	9024	313814094	BF	months	minutes	0.000000	0.000000	0.972374	0.000000
rationalPower1,2,16,1	9024	313814094	BF	months	hours	0.000000	0.000500	0.510447	0.000000
rationalPower1,2,16,1	9024	313814094	BF	months	days	0.000000	0.000500	0.044887	0.000000
rationalPower1,2,16,1	9024	313814094	BF	months	months	0.000000	0.000500	0.014001	0.000000
rationalPower1,2,16,1	9024	313814094	BF	years	seconds	1.000000	0.000000	1.000000	0.000000
rationalPower1,2,32,1	13896	313814094	BF	subsecond	seconds	0.084746	0.000000	0.050367	0.000000
rationalPower1,2,32,1	13896	313814094	BF	subsecond	minutes	0.000000	0.000000	0.019233	0.000000
rationalPower1,2,32,1	13896	313814094	BF	subsecond	hours	0.000000	0.000500	0.012508	0.000000
rationalPower1,2,32,1	13896	313814094	BF	subsecond	days	0.000000	0.001000	0.010785	0.000000
rationalPower1,2,32,1	13896	313814094	BF	subsecond	months	0.000000	0.001000	0.010290	0.000000
rationalPower1,2,32,1	13896	313814094	BF	subsecond	years	0.000000	0.000000	0.010000	0.000000
rationalPower1,2,32,1	13896	313814094	BF	seconds	seconds	0.025280	0.000500	0.139381	0.000000
rationalPower1,2,32,1	13896	313814094	BF	seconds	minutes	0.000000	0.000500	0.020821	0.000000
rationalPower1,2,32,1	13896	313814094	BF	seconds	hours	0.000000	0.000500	0.012481	0.000000
rationalPower1,2,32,1	13896	313814094	BF	seconds	days	0.000000	0.003000	0.010822	0.000000
rationalPower1,2,32,1	13896	313814094	BF	seconds	months	0.000000	0.001999	0.010278	0.000000
rationalPower1,2,32,1	13896	313814094	BF	seconds	years	0.000000	0.000000	0.010000	0.000000
rationalPower1,2,32,1	13896	313814094	BF	minutes	seconds	0.092789	0.000500	0.726601	0.000000
rationalPower1,2,32,1	13896	313814094	BF	minutes	minutes	0.000000	0.000500	0.052159	0.000000
rationalPower1,2,32,1	13896	313814094	BF	minutes	hours	0.000000	0.000500	0.013560	0.000000
rationalPower1,2,32,1	13896	313814094	BF	minutes	days	0.000000	0.001000	0.010923	0.000000
rationalPower1,2,32,1	13896	313814094	BF	minutes	months	0.000000	0.001500	0.010347	0.000000
rationalPower1,2,32,1	13896	313814094	BF	hours	seconds	0.174650	0.000500	0.977445	0.000000
rationalPower1,2,32,1	13896	313814094	BF	hours	minutes	0.000000	0.000500	0.335433	0.000000
rationalPower1,2,32,1	13896	313814094	BF	hours	hours	0.000000	0.000500	0.028749	0.000000
rationalPower1,2,32,1	13896	313814094	BF	hours	days	0.000000	0.000500	0.011271	0.000000
rationalPower1,2,32,1	13896	313814094	BF	hours	months	0.000000	0.002000	0.010350	0.000000
rationalPower1,2,32,1	13896	313814094	BF	days	seconds	0.171245	0.000500	0.996622	0.000000
rationalPower1,2,32,1	13896	313814094	BF	days	minutes	0.000000	0.000500	0.776234	0.000000
rationalPower1,2,32,1	13896	313814094	BF	days	hours	0.000000	0.000500	0.129834	0.000000
rationalPower1,2,32,1	13896	313814094	BF	days	days	0.000000	0.000500	0.014406	0.000000
rationalPower1,2,32,1	13896	313814094	BF	days	months	0.000000	0.002000	0.010473	0.000000
rationalPower1,2,32,1	13896	313814094	BF	months	seconds	0.177196	0.000500	0.999471	0.000000
rationalPower1,2,32,1	13896	313814094	BF	months	minutes	0.000000	0.000500	0.956043	0.000000
rationalPower1,2,32,1	13896	313814094	BF	months	hours	0.000000	0.000500	0.443223	0.000000
rationalPower1,2,32,1	13896	313814094	BF	months	days	0.000000	0.000500	0.040033	0.000000
rationalPower1,2,32,1	13896	313814094	BF	months	months	0.000000	0.002000	0.012191	0.000000
rationalPower1,2,32,1	13896	313814094	BF	years	seconds	1.000000	0.000000	1.000000	0.000000
rationalPower1,1,1,1	36385	313814094	BF	subsecond	seconds	0.033898	0.001500	0.087905	0.000000
rationalPower1,1,1,1	36385	313814094	BF	subsecond	minutes	0.000000	0.002500	0.022520	0.000000
rationalPower1,1,1,1	36385	313814094	BF	subsecond	hours	0.000000	0.007499	0.011594	0.000000
rationalPower1,1,1,1	36385	313814094	BF	subsecond	days	0.000000	0.006000	0.010457	0.000000
rationalPower1,1,1,1	36385	313814094	BF	subsecond	months	0.000000	0.004000	0.010085	0.000000
rationalPower1,1,1,1	36385	313814094	BF	subsecond	years	0.000000	0.008000	0.010000	0.000000
rationalPower1,1,1,1	36385	313814094	BF	seconds	seconds	0.033898	0.000500	0.253921	0.000000
rationalPower1,1,1,1	36385	313814094	BF	seconds	minutes	0.000000	0.000500	0.026373	0.000000
rationalPower1,1,1,1	36385	313814094	BF	seconds	hours	0.000000	0.000500	0.012760	0.000000
rationalPower1,1,1,1	36385	313814094	BF	seconds	days	0.000000	0.001499	0.010484	0.000000
rationalPower1,1,1,1	36385	313814094	BF	seconds	months	0.000000	0.002499	0.010082	0.000000
rationalPower1,1,1,1	36385	313814094	BF	seconds	years	0.000000	0.017000	0.010000	0.000000
rationalPower1,1,1,1	36385	313814094	BF	minutes	seconds	0.108302	0.000500	0.779722	0.000000
rationalPower1,1,1,1	36385	313814094	BF	minutes	minutes	0.000000	0.000500	0.068032	0.000000
rationalPower1,1,1,1	36385	313814094	BF	minutes	hours	0.000000	0.001499	0.013779	0.000000
rationalPower1,1,1,1	36385	313814094	BF	minutes	days	0.000000	0.001499	0.010507	0.000000
rationalPower1,1,1,1	36385	313814094	BF	minutes	months	0.000000	0.001500	0.010115	0.000000
rationalPower1,1,1,1	36385	313814094	BF	hours	seconds	0.175387	0.000500	0.963241	0.000000
rationalPower1,1,1,1	36385	313814094	BF	hours	minutes	0.000000	0.000500	0.245744	0.000000
rationalPower1,1,1,1	36385	313814094	BF	hours	hours	0.000000	0.000500	0.021463	0.000000
rationalPower1,1,1,1	36385	313814094	BF	hours	days	0.000000	0.001500	0.010697	0.000000
rationalPower1,1,1,1	36385	313814094	BF	hours	months	0.000000	0.002500	0.010125	0.000000
rationalPower1,1,1,1	36385	313814094	BF	days	seconds	0.171245	0.000500	0.993158	0.000000
rationalPower1,1,1,1	36385	313814094	BF	days	minutes	0.000000	0.000500	0.621282	0.000000
rationalPower1,1,1,1	36385	313814094	BF	days	hours	0.000000	0.000500	0.066888	0.000000
rationalPower1,1,1,1	36385	313814094	BF	days	days	0.000000	0.001499	0.012167	0.000000
rationalPower1,1,1,1	36385	313814094	BF	days	months	0.000000	0.001500	0.010198	0.000000
rationalPower1,1,1,1	36385	313814094	BF	months	seconds	0.177196	0.000500	0.998107	0.000000
rationalPower1,1,1,1	36385	313814094	BF	months	minutes	0.000000	0.000500	0.857120	0.000000
rationalPower1,1,1,1	36385	313814094	BF	months	hours	0.000000	0.001499	0.212158	0.000000
rationalPower1,1,1,1	36385	313814094	BF	months	days	0.000000	0.001499	0.018213	0.000000
